round,accuracy,precision,recall,f1
30,0.3142487304590262,0.30309910121032035,0.2916524042984043,0.20380964481187497
31,0.3616449268146968,0.378161853652991,0.3243013812803709,0.2628481873144076
32,0.3451160011948621,0.3579625797446376,0.32191674481474075,0.2401388626915757
33,0.30697998605994226,0.34203822557884206,0.2864711568909885,0.21996562496474342
34,0.37737727770586477,0.38607730516923244,0.33944528079806796,0.27660312194661824
35,0.33087722791994423,0.3616752361718435,0.29813896890802194,0.24233001470396834
36,0.37827342427561483,0.3975246984980928,0.3306930437223471,0.28534874467344534
37,0.4173055859802848,0.4122689086202628,0.3684753335354093,0.3080516600701432
38,0.3424275614856119,0.3911982948246327,0.3154152928082477,0.2554576352775775
39,0.3823558697600319,0.38810382469660387,0.34866119713416277,0.2799440168296091
40,0.3659265159812805,0.3915344084082917,0.337777551991718,0.27226382478234706
41,0.34212884596236187,0.39321507472576833,0.32549365510373124,0.259715591077172
42,0.37638155929503136,0.3758722594170407,0.34598164970238615,0.2732626073466158
43,0.3575624813302798,0.34546908366289003,0.32330222947452064,0.23894231019758735
44,0.3539778950512795,0.36522100146650693,0.3292332129895457,0.24937729309841108
45,0.3647316538882804,0.3779548326331162,0.3367854250869582,0.2623558944824126
46,0.40386338743403366,0.4080854035178014,0.3676976302006804,0.28995170593214054
47,0.3910186199342826,0.40093446356499846,0.362875243227166,0.28985860408447556
48,0.38215672607786516,0.40760031866589086,0.350312931566016,0.2837672962212663
49,0.4321417903017027,0.4256429504098743,0.3923524365643808,0.32318132090559376
50,0.4387135318132032,0.43059782422994203,0.3985094054674935,0.3347481249474615
51,0.44020710942945335,0.44319742450301075,0.3945197737854287,0.33110996574353835
52,0.44737628198745394,0.44144158979406917,0.40575039208159824,0.3344824347024322
53,0.4311460718908693,0.42689135987152727,0.3917318915466965,0.3231905177707569
54,0.4532510206113711,0.43543401164729956,0.4122890344294476,0.3464886049131575
55,0.4702778054366225,0.4506432242050996,0.4151094019054712,0.3563645500429503
1,0.10086627501742507,0.03793105827081632,0.10349320902795672,0.023899727811616516
2,0.1612068107139301,0.08042126091798057,0.15743230624954702,0.0658713176340519
3,0.22274220850343524,0.1679385828351901,0.2001264554968833,0.13153111426595177
4,0.21129144677885095,0.15090527759191907,0.19255990912807824,0.12487959216590772
5,0.20462013342626706,0.14611120304700217,0.18536656410265176,0.11672557478574161
6,0.19297022801951608,0.17241669812903382,0.18059256111292968,0.11136804491155144
7,0.2565966344717714,0.22081163351092778,0.22184965592077285,0.16567676073020343
8,0.26506024096385544,0.24317186423821965,0.23756768753714647,0.17728883400875642
9,0.26057950811510505,0.24947999464496,0.2306944049408707,0.1574174338714239
10,0.23688140993726975,0.1844739483457394,0.21319492560295722,0.13397415012203057
11,0.2995120979786916,0.3056083037701314,0.2610915357018674,0.2102344566268421
12,0.19745096086826647,0.2188279900461031,0.18254493014811424,0.1195330139346797
13,0.2473364532510206,0.21903847945748608,0.2177215837266435,0.14797733818250117
14,0.231703674200936,0.2165084991703305,0.20126474168840583,0.13377347009319918
15,0.2606790799561884,0.24876482375926876,0.234416317132224,0.16363189301948755
16,0.2872647615254406,0.29852473116988754,0.2519081764249421,0.19863226031141767
17,0.29244249726177435,0.302023074752114,0.26435679438365023,0.18811334726765422
18,0.27870158319227323,0.2673157118391659,0.24299602586580832,0.18572174877918193
19,0.2355869760031863,0.2827006331814314,0.21282672231777452,0.1536900896926192
20,0.32559992034252716,0.35412862613767815,0.28806402812612547,0.24101836875577456
21,0.2514188987354376,0.31585567440561,0.22828392585710128,0.16813357027391992
22,0.3559693318729463,0.38276772057046554,0.3108395276511081,0.26318815695735626
23,0.2910484914866076,0.30628043207733213,0.24869627917436052,0.1889942105731204
24,0.28039430449069,0.3419461594127727,0.2556281249507379,0.19985105903687633
25,0.36742009359753064,0.3812388881545644,0.3089798647283198,0.2686205235791295
26,0.303694115304192,0.34092499573872626,0.28418853561540175,0.22169286251094622
27,0.255899631584188,0.344212279337428,0.23993660994613514,0.17728057942638037
28,0.32759135716419396,0.37256957343832275,0.2891019638331564,0.23995655544631117
29,0.3365528228616947,0.38745394947048456,0.30519396375851293,0.26057849661702065
30,0.34621129144677887,0.34864885183033145,0.2966426120275485,0.24689594612076474
31,0.3095688539281091,0.38314259139413337,0.28013053848727065,0.23361274521688696
32,0.35367917952802946,0.39450060605942705,0.3196685448669545,0.2694629360427304
33,0.36891367121378077,0.3985281538583615,0.3253495126705782,0.28021391304620985
34,0.39938265458528327,0.3949142523837976,0.3513102097210453,0.29754620798027953
35,0.3453151448770288,0.388453788901713,0.29983844088800266,0.25992178041546216
36,0.33884297520661155,0.3871202931303015,0.29235026790829904,0.24426166013085898
37,0.44010753758837,0.42421021848611934,0.38013666378054084,0.33755207222958505
38,0.4181021607089515,0.41158707487334967,0.35559343141527583,0.30800602688953194
39,0.4099372697401175,0.3947826779356085,0.36619242560835813,0.30231625532579076
40,0.43234093398386936,0.39975736759123287,0.38676582772809276,0.31662079741421795
41,0.3994822264263666,0.4232470247894192,0.3404424671102042,0.3040968324993954
42,0.4627103455142886,0.42732602781591966,0.41097879518308544,0.353195004816185
43,0.4095389823757841,0.4220184331141733,0.3542396455359228,0.30556351878299637
44,0.43542766105745295,0.4377743925627686,0.3709470255948267,0.3322505503001241
45,0.47077566464203924,0.43958618661164517,0.4059353049897064,0.36255071058381866
46,0.44468784227820374,0.42210788940977956,0.39019905984788417,0.3307035789648993
47,0.45842875634770486,0.4333965286335661,0.3992503725485047,0.34869664281047064
48,0.4066513989843672,0.4339966138737082,0.3616456607310503,0.30988494622483603
49,0.45813004082445485,0.4347463643605428,0.40538804595927114,0.34672703811609823
50,0.4380165289256198,0.4192073020584451,0.39160563037232193,0.32944878632431046
51,0.4532510206113711,0.45887357551305086,0.3977566959679529,0.3526475146861532
52,0.41650901125161804,0.43296852286878135,0.3811637160798077,0.3164158511689526
53,0.46460221049487205,0.4625971328756712,0.40876508122524896,0.3595746415560456
54,0.4566364632082047,0.4485305295715981,0.3989025478044414,0.34911599268377386
55,0.4664940754754555,0.4716381720456507,0.41942037827720524,0.3611306701372189
56,0.526934183013044,0.4628067899449466,0.45220897360155,0.3956922091336857
57,0.4603206213282884,0.46208294795194665,0.40948153874549126,0.35019153175029616
58,0.49686348700587474,0.4738024306300504,0.42512271824685843,0.38693690092607785
59,0.5372896544857114,0.47417421847481334,0.4580690192281881,0.4059115103466734
60,0.4397092502240366,0.45494864587437384,0.4020895642257393,0.32997973523577384
61,0.5011450761724584,0.44433223292827223,0.43907357051305057,0.37067267699609013
62,0.5216568754356268,0.48647767557108007,0.45503339071057664,0.39406111222654394
63,0.5291247635168774,0.48332420557508715,0.46134905399326326,0.39560757632186155
64,0.5224534501642936,0.48139282908588327,0.44703741499331534,0.39965867186820336
65,0.5477446977994623,0.4985902551252898,0.4663955728072291,0.42221740121534607
66,0.49925321119187493,0.48519879484483136,0.43666392456277814,0.38133805463648507
67,0.5035348003584587,0.5020345665993549,0.4344923613724689,0.39857081210311
68,0.4956686249128746,0.4763306840780552,0.4329130569374963,0.3754463104269371
69,0.5348999302997113,0.48930966776144924,0.45917546866408665,0.4033981454230278
70,0.5213581599123768,0.5029118153006553,0.4464741422365566,0.41016553304088377
71,0.5053270934979588,0.4953117562053111,0.4425326694434683,0.39753833028530505
72,0.5608881808224634,0.48252016763873856,0.47354491217090144,0.4163028133261901
73,0.5654684855122971,0.4985314576004448,0.487365870233845,0.43142757175838825
74,0.5494374190978791,0.5049574886392667,0.46847909531547605,0.4279241474770651
75,0.5430648212685453,0.5233705999949542,0.4674717886637847,0.427118411134845
76,0.5711440804540476,0.49585855063839157,0.4819933806364376,0.43257010398455364
77,0.5887682963257991,0.499253331916107,0.491914922829105,0.4511041337638239
78,0.583490988748382,0.5035434180620695,0.49584969208659035,0.4460045975463516
79,0.5851837100467988,0.4962924283810025,0.4935141249896461,0.4441434086041661
80,0.5753260977795479,0.5233077102000708,0.4925287939274478,0.4504560649927943
81,0.5391815194662949,0.4833841711253639,0.45992047403955977,0.3977982787519026
82,0.6215274320422185,0.4907098021513835,0.5124464970166646,0.4611455105379259
83,0.555810016927213,0.5256520668664365,0.4826746554989962,0.44348575460914175
84,0.6125659663447177,0.4885389535658428,0.5113915594794872,0.4558097363508082
85,0.5396793786717117,0.5423957270207554,0.4794010896441786,0.43377399972882613
86,0.59922333963955,0.5162409250502868,0.5152181068667763,0.4591676311305967
87,0.5783132530120482,0.5118546094954002,0.4999199615854087,0.44618240272251064
88,0.6043015035348004,0.512633418483026,0.5080600697070126,0.46078962429306414
89,0.6279000298715524,0.5148361693436592,0.5293295727035415,0.47763976666820623
90,0.6026087822363836,0.5201119923761011,0.5112648234791956,0.4589678927839699
91,0.6140595439609678,0.5225770777057541,0.5199129821717298,0.46578641085431455
92,0.6196355670616349,0.5052934633838201,0.5246187212958838,0.46694873419600835
93,0.6180424176043015,0.5237519857583393,0.5286220538325305,0.4745531917238602
94,0.6033057851239669,0.5314062516506086,0.5157162745756455,0.46915121568559265
95,0.6219257194065518,0.5217364663078502,0.5199768003287346,0.4781594755762105
96,0.6083839490192173,0.5277111016147179,0.5206826554005398,0.4668787092039467
97,0.6577715821965548,0.5222103230957917,0.551703446079072,0.49738472480106716
98,0.6373593547744698,0.5217567335911576,0.5402441948190561,0.484447129368102
99,0.632181619038136,0.5281200025463239,0.5321933139497316,0.4848146095045783
100,0.6474161107238873,0.5232350282447666,0.546160568936418,0.48878217304123794
101,0.6219257194065518,0.5233501035653477,0.5255936880698656,0.4719938664471102
102,0.6300906103753858,0.5461688543124713,0.53597691738601,0.4921428332977294
103,0.6357662053171363,0.5332143983441139,0.5388778935311493,0.4845621527720257
104,0.6420392313053869,0.5191226126275094,0.5384959915041017,0.48291762203919575
105,0.6685253410335558,0.5260282350792115,0.5580277858509106,0.5046411318579711
106,0.6389525042318033,0.523397836001993,0.5402879926831596,0.4839544753534983
107,0.6460221049487205,0.5528213998679232,0.5484151229304791,0.5026055300839636
108,0.6310863287862193,0.5163366500823867,0.5364935155350686,0.4772262681284233
109,0.6736035049288062,0.5277769219485186,0.5618748597622624,0.5072009569084966
110,0.6482126854525541,0.5391603042216587,0.5424678607707528,0.495538377558983
111,0.6407447973713034,0.535041360207731,0.5475781538768112,0.4914442969575374
112,0.6529921338245545,0.5405960283656968,0.5443537129054434,0.4983737055699005
113,0.644130239968137,0.5444537749804395,0.5412483514352852,0.4946200559592707
114,0.6575724385143882,0.5471065348976148,0.5588203669042006,0.503777380636159
115,0.6762919446380563,0.5444703672478333,0.5628399829999249,0.5161941977759127
116,0.6596634471771383,0.5464090356817093,0.5540664192612719,0.5059613450583031
117,0.6498058349098875,0.5589948004711438,0.5509463751144773,0.5055462913606632
118,0.6784825251418899,0.5471145789663786,0.5728724973047946,0.5135663938955836
119,0.6607587374290551,0.5510879915790795,0.5704204543984452,0.5111977006031305
120,0.6699193468087224,0.558600487550262,0.5746333854900704,0.5166739482802819
121,0.6703176341730559,0.5382064417298883,0.5624429610890561,0.5099655036927203
122,0.6498058349098875,0.570059061953326,0.568197263667544,0.5118820696154747
123,0.6664343323708055,0.5768122413396357,0.5675871347197614,0.526071204856697
124,0.6827641143084736,0.5594691544847759,0.5826104577110254,0.5322359379020577
125,0.6696206312854724,0.572740912187281,0.5726254023742954,0.5259467451826435
126,0.6838594045603903,0.5590867887703878,0.5769435495528223,0.5245543013993693
127,0.7022801951608085,0.5535516759765131,0.5871885986508458,0.5357623555086979
128,0.7071592153738923,0.5581993167532499,0.5941722839351666,0.5398776853739902
129,0.6764910883202231,0.5704240123281386,0.5805293117402366,0.5255191978448335
130,0.6716120681071392,0.5509768954400618,0.5695622525308929,0.5127623415868832
131,0.6763915164791398,0.564527586759859,0.5806636524366711,0.5272367954806365
132,0.6862491287463905,0.566151760158115,0.5814186442307356,0.53207775025276
133,0.7069600716917256,0.5613432341572825,0.5893408309700413,0.5422382649746234
134,0.6976998904709748,0.5621759201484492,0.5884606951851253,0.5348498379251652
135,0.7147266752962262,0.5543412036684181,0.5993801189579695,0.5392540402215401
136,0.7060639251219755,0.5636343758185817,0.5931679212169669,0.5366801654431942
137,0.7165189684357264,0.5574348092833065,0.5986556137609762,0.5449777574985089
138,0.7022801951608085,0.569704147480549,0.5925336026450461,0.5413598719399243
139,0.7028776262073085,0.5617244823510712,0.596509575421918,0.5394404138486034
140,0.7009857612267251,0.5705920259996601,0.5847669056191575,0.5400524874231101
141,0.7051677785522255,0.5712483804319349,0.5992082479016172,0.5464577677935055
142,0.7207009857612268,0.5740673103097415,0.6089951444006553,0.5565236390902326
143,0.7057652095987255,0.5587678354291546,0.5970479363545008,0.5362884468830078
1,0.10365428656775864,0.03294133835514452,0.09953025848978356,0.023974808350861892
2,0.18211689734143185,0.1264801685583364,0.16096204602535077,0.0883062189978024
3,0.20959872548043412,0.1412942199392566,0.20257233976028924,0.12686708299129348
4,0.18351090311659862,0.12429758760049621,0.17207419158039283,0.09750571144171485
5,0.22463407348401873,0.154041507937083,0.2052290454933027,0.13340823620749095
6,0.216270038833018,0.1235642690718749,0.18848468554236525,0.11886211846458838
7,0.21975505327093497,0.1592891856698208,0.20078068673563895,0.12597539702721638
8,0.2111918749377676,0.12945782516330848,0.19101132996956732,0.11415747875500427
9,0.21895847854226824,0.15755759687054857,0.20045304225408855,0.1225787327526454
10,0.22284178034451857,0.23533347216803585,0.2008554379693642,0.13686952556316317
11,0.23240067708851936,0.19178990359071285,0.2155236499409709,0.1326939823912367
12,0.2511201832121876,0.24113933464451395,0.22291947997409378,0.15366974412457782
13,0.23110624315443593,0.2422154825835639,0.2068701688954993,0.14225745949715438
14,0.24265657672010355,0.22670408973650769,0.2173676459062045,0.1374317549407669
15,0.24176043015035348,0.24979164303309315,0.2255106008082286,0.16349935816336555
16,0.2741212785024395,0.3394786325854646,0.24483587652864622,0.18672730231230894
17,0.21557303594543464,0.2513680266724367,0.19676590123219231,0.14097777737373055
18,0.27880115503335656,0.23589258701820878,0.24856092719175404,0.1723965888648274
19,0.300209100866275,0.3202961990116905,0.2722136372591654,0.21827692002532648
20,0.27870158319227323,0.3122653875148835,0.2544182021994462,0.19221712456297693
21,0.2776062929403565,0.29373033714506674,0.25553154387397004,0.18423809212810038
22,0.3185303196256099,0.36312704894367265,0.28555492566971197,0.232245042568632
23,0.2929403564671911,0.3419613542050984,0.2551716759526181,0.19758331654263508
24,0.32848750373394403,0.327436776085425,0.2964562213045019,0.2324896884735815
25,0.2891566265060241,0.3725636964391908,0.2619111788795485,0.22032746480415208
26,0.355571044508613,0.3771498857149316,0.31895764444197183,0.2589854457294626
27,0.3531813203226128,0.37561588985756456,0.31424678046551074,0.26424777987187387
28,0.33515881708652795,0.38518592379009964,0.3031599333038861,0.2528599542641458
29,0.3855421686746988,0.39676125600269263,0.34483021110557976,0.2935386634194066
30,0.3847455939460321,0.4049799881422859,0.33235347745855226,0.2842297898459674
31,0.3459125759235288,0.40416483753938837,0.31604543134664276,0.2628087194423409
32,0.38355073185303196,0.4309269163957408,0.3400778201963594,0.2983721969012951
33,0.35706462212486306,0.3884924534403085,0.3206168951202001,0.2605871570071183
34,0.4068505426665339,0.4181551332256113,0.3617532635637061,0.30545511126981023
35,0.4329383650303694,0.43066416027857635,0.38578899213749923,0.3335876684224779
36,0.4136214278602011,0.4217860122050267,0.37030443165162163,0.30658591284692016
37,0.3783729961166982,0.42170987433964413,0.34937560723304906,0.2817717554069044
38,0.38564174051578215,0.3830755535163147,0.34477680712936787,0.27551299918927125
39,0.4232798964452853,0.4428225366163694,0.3809161748848987,0.3294578430335051
40,0.4008762322015334,0.398831448691884,0.36503629866625925,0.2907057943334551
41,0.4066513989843672,0.4140550852527941,0.36883563732159214,0.3106404596889865
42,0.4149158617942846,0.41606950271083076,0.381494408736462,0.30458061077335224
43,0.44707756646420393,0.43738118445179636,0.39812055664957635,0.3369107570522306
44,0.38494473762819875,0.4071827863675708,0.3553492765278906,0.2803809760032554
45,0.4834212884596236,0.43917674182995453,0.41245302870254,0.3583826047606232
46,0.46261077367320524,0.4418270655854562,0.40930413864501963,0.34910773471763423
47,0.44189983072787015,0.42568588092510357,0.38891666129130076,0.3282228463962761
48,0.4933784725679578,0.4559617067573354,0.42946596720633906,0.3691393726981797
49,0.47913969929303996,0.4567808271830454,0.4253882299301887,0.3613219038647649
50,0.451757442995121,0.43072615402623765,0.40158735594780165,0.3378969897809736
51,0.4720700985761227,0.4488714049806723,0.4108734926940149,0.35194170016744786
52,0.46768893756845564,0.4381745655046103,0.40413085831661816,0.34235180205362087
53,0.49208403863387434,0.4469561006280897,0.42941310111887065,0.3621173434390295
54,0.46599621627003884,0.451601030149194,0.4130696920979437,0.35061870593410455
55,0.5031365129941252,0.4547037191724482,0.4379648727248112,0.3748693839058412
56,0.5071193866374589,0.4650857191118099,0.43892642336921445,0.38023762928218724
57,0.4744598227621229,0.4482217872233428,0.41844363491835607,0.35412047873161795
58,0.49895449566862493,0.4629420166314677,0.4375868285909542,0.37529934185227803
59,0.5430648212685453,0.4771142279190153,0.46386150760003053,0.40765261698573
60,0.5239470277805437,0.46645145736212945,0.4537377412557761,0.38978876282909936
61,0.49586776859504134,0.44824191160993726,0.4368828082759122,0.36028871792820105
62,0.5372896544857114,0.4744114102244441,0.4650366096447099,0.4021803899851244
63,0.5078163895250423,0.4766995159048101,0.4402082481951086,0.38897436959243387
64,0.5391815194662949,0.4739665868395131,0.46050868661037897,0.3952160777436952
65,0.5554117295628797,0.4649841139792787,0.46369651355435004,0.4061909790864106
66,0.5077168176839589,0.4713521595111984,0.43248041566369055,0.3735314297178747
67,0.5802051179926316,0.4830402996265233,0.4839809275476176,0.4283339865881573
68,0.5412725281290451,0.48428455793480196,0.46328023901360393,0.40083469661934884
69,0.5899631584187992,0.48439523676799706,0.49253652171208345,0.44239358884296925
70,0.5550134421985462,0.49910587218089036,0.48052762744156546,0.4255847108990975
71,0.591357164193966,0.48698614289962916,0.494917800721861,0.4374925461869965
72,0.5590958876829633,0.48192781566231674,0.4748848798768243,0.4143635926705512
73,0.5941451757442995,0.48457665594384036,0.49263843217384307,0.4403691215531789
74,0.6096783829533008,0.4854976933273482,0.5099181365193063,0.45649411148829927
75,0.5725380862292144,0.48342503762311556,0.4868566308286248,0.42508665965508735
76,0.5898635865777159,0.5082445748658898,0.5008027799751468,0.4528995815274019
77,0.5758239569849647,0.490932701509927,0.4894825523661166,0.429990919127714
78,0.6059942248332172,0.49644902783292927,0.510968083608987,0.45662991932214253
79,0.6077865179727173,0.5001084537827153,0.5076143818554187,0.4574685175606032
80,0.5971323309767997,0.49318351723266546,0.4985752596285066,0.445738085245528
81,0.5685552125858807,0.487998222570759,0.4773261137868905,0.42365808717656256
82,0.5753260977795479,0.4945188751085031,0.48280770289573727,0.42323617458577334
83,0.5931494573334661,0.49168645804779304,0.4986216101647667,0.4405758906428715
84,0.6122672508214677,0.4968712765208296,0.5079076009825442,0.4527458506821813
85,0.59922333963955,0.4895150423389924,0.5040405042108687,0.440293600572611
86,0.6016130638255501,0.4977193896714562,0.506882589766104,0.4450685289873356
87,0.6204321417903017,0.5085068688523231,0.5162643916066365,0.46674928028694024
88,0.6265060240963856,0.49770533489857743,0.522348231319927,0.46350562801292294
89,0.6244150154336354,0.4989976508634795,0.5136395457678639,0.4587810152785394
90,0.6413422284178034,0.5086394209870655,0.5332909993430429,0.4825637734982086
91,0.5892661555312158,0.49191875617072645,0.49949273435375263,0.4380464879069452
92,0.6050980782634671,0.49891019664193725,0.5138626645524464,0.4518718814574219
93,0.6146569750074679,0.5101070496689603,0.5196709950019563,0.4548345895288381
94,0.6139599721198845,0.5067134397401492,0.5202536045619499,0.4598102327784486
95,0.620531713631385,0.513980853269496,0.5239844171566984,0.46542705084964375
96,0.6277008861893857,0.5233286167233829,0.5283738240530605,0.47470428213875504
97,0.6323807627203027,0.508973954470639,0.5292506968670552,0.47062880052133094
98,0.6500049785920542,0.518096490117122,0.5381191188638605,0.487662509745726
99,0.6271034551428856,0.5126979933420627,0.5315741826203639,0.466068146794893
100,0.6530917056656378,0.5177775881863634,0.5472332221093839,0.4881190831057241
101,0.6638454645026387,0.5143068702592328,0.5511900235738606,0.4930198425095978
102,0.6512994125261377,0.5152894663083621,0.5452039063611108,0.484364854759183
103,0.6591655879717216,0.5187879699934352,0.5525066694759659,0.4920308681949629
104,0.6410435128945534,0.5255866633955399,0.5396569628843363,0.48741753913887953
105,0.6409439410534701,0.5215385670059154,0.5417930651355451,0.4800869524683062
106,0.6663347605297222,0.5223721211144126,0.55489754069925,0.49632288480703857
107,0.6506024096385542,0.5222311738135611,0.5467330989086455,0.48669971010230884
108,0.6495071193866374,0.5465592142485929,0.5504419898266453,0.5027901644459601
109,0.6588668724484715,0.536208948147347,0.5502092404884623,0.4982607646149362
110,0.6580702977198049,0.52399132566886,0.5500016858273223,0.487673254898349
111,0.6498058349098875,0.5372036740826008,0.5507497706258268,0.49984447013782457
112,0.668326197351389,0.5296664443011239,0.5582204718850076,0.4985764055620822
113,0.6502041222742209,0.5236560806642462,0.5427771054922365,0.485415853468855
114,0.6553818580105546,0.5399177738396445,0.5605745795833792,0.503602688461877
115,0.6308871851040526,0.5276660335202783,0.5337076152936465,0.46793816301213237
116,0.6933187294633077,0.5318539898194399,0.5733206064928686,0.5156663602733568
117,0.6529921338245545,0.5385565714789393,0.545882058285559,0.4851864276260988
118,0.6372597829333865,0.5312996311486001,0.5390060855875306,0.47573343514052535
119,0.672707358359056,0.5464406942076286,0.5655682770093011,0.5135944917112931
120,0.6869461316339739,0.5381639633121874,0.5732003910285723,0.5160640076875818
121,0.6713133525838892,0.5312384254112952,0.5634883593719685,0.5024256175386087
122,0.6821666832619735,0.5359143539545371,0.571412591514916,0.5107543023295463
123,0.6819675395798068,0.5500807468860249,0.5759069939817514,0.5229143886213646
124,0.7001891864980584,0.5443076567936244,0.5812656289857497,0.5289423903879424
125,0.6883401374091407,0.5419600251267012,0.5781568941758953,0.5200334258580819
126,0.6806731056457234,0.5375731089570139,0.5750436446240829,0.514379202020795
127,0.6953101662849747,0.5487130388376072,0.5848330849524725,0.5285610879591228
128,0.703574629094892,0.5466217114385886,0.5884766626581983,0.5303974886639201
129,0.6941153041919745,0.5652249942158141,0.5893515524856532,0.5393162834087621
130,0.6976998904709748,0.5484467270892113,0.5862437160688821,0.5280479738758218
131,0.7039729164592253,0.5519456559828253,0.5904103321870345,0.5324752977060496
132,0.7069600716917256,0.5547230326442695,0.5958283644522453,0.5388347177287024
133,0.6958080254903913,0.5540467146259418,0.5858391322271957,0.5298618878410167
134,0.6924225828935577,0.5699393119063214,0.5846005385115247,0.5356631909948313
135,0.6867469879518072,0.5597897493806228,0.5830254068216177,0.5247476930094686
136,0.691626008164891,0.5554303936384672,0.5882869551214587,0.5254277828354593
137,0.7152245345016429,0.5700789017139231,0.6065749897923242,0.551470015738456
138,0.7116399482226426,0.5747687746678666,0.6096124754193937,0.5554692235513198
139,0.6868465597928906,0.5534624233983394,0.5848332207424897,0.5222768213628232
140,0.7026784825251419,0.5594442432559084,0.5977314879298199,0.5387464978184359
141,0.7065617843273923,0.5542430213607926,0.5981938514235451,0.5367204642474358
142,0.6965050283779747,0.5618370493355975,0.5906526009049605,0.5348658136745903
143,0.7132330976799761,0.5604732688799071,0.5986242883579507,0.5391358331951608
144,0.7201035547147266,0.5773837051120567,0.6106134117132289,0.5590820282612832
145,0.6955093099671413,0.5527345350625223,0.5958484044329884,0.5289121245964363
146,0.7133326695210594,0.5695353986219408,0.6054196989447928,0.5523995077983933
147,0.7244847157223937,0.5755888269760239,0.6173789859583403,0.5609758019075718
148,0.7062630688041421,0.5606668602503309,0.6005134757975558,0.5382868679432902
149,0.7205018420790601,0.5786468325549669,0.6166044756136335,0.562975641847696
150,0.7241860001991437,0.5776528354250046,0.618029336871321,0.559781877201489
